episode,ahfsi_success,ahfsi_reward,ahfsi_collisions,standard_success,standard_reward,standard_collisions,steps,timestamp
0,0,16.286453961240053,0,0,19.77936401106192,0,50,2025-05-10 03:37:11.458153
1,0,16.378490797204854,0,0,20.00067881420154,0,50,2025-05-10 03:37:59.770951
